tick,score,bits
149,8.0,0010000111011011
150,6.0,0111100100011100
151,8.0,1001001101110000
152,8.0,0100110001110111
153,8.0,1000110100001101
154,6.0,0010100000111110
155,12.0,0101101100101011
156,6.0,0001000100111110
157,12.0,0110100100010101
158,4.0,1110001111110011
159,6.0,0011001111001100
160,6.0,1011111100111001
161,6.0,0000000100000101
162,10.0,1101100101100010
163,6.0,1001000111000000
164,8.0,0001011001000100
165,6.0,0111100100001110
166,8.0,0011010000100110
167,10.0,0001001010101110
168,6.0,0111100001110111
169,10.0,1011011101000101
170,10.0,1100010110101101
171,10.0,1011011011001011
172,10.0,1000011010010100
173,8.0,1100001100110101
174,10.0,1011010001001101
175,10.0,0000111010010101
176,8.0,1101111101110010
177,8.0,0110000110111010
178,12.0,1010100110010100
179,6.0,0100001100001100
180,10.0,1110101000111010
181,8.0,1001001011111100
182,6.0,0001111001110011
183,8.0,1001100110011001
184,10.0,1111010101101001
185,8.0,0010101100010000
186,8.0,1011111110010110
187,8.0,1010111100010111
188,14.0,0101010110010101
189,6.0,1000010001100011
190,8.0,0001110101110110
191,8.0,0000001010101100
192,10.0,1011101101110100
193,6.0,0100001111001000
194,4.0,1111001100011111
195,8.0,1011000010001110
196,10.0,0111011000101101
197,8.0,1011101010111111
198,6.0,0010010000100000
199,6.0,0110000010111111
200,12.0,1101000101010110
201,6.0,1111101101111001
202,8.0,1001011011000111
203,8.0,1000010001000010
204,6.0,0000011101100110
205,10.0,1010110000010010
206,6.0,0010110000011000
207,8.0,0011011001101111
208,10.0,0010110101101110
209,8.0,0001110011101001
210,10.0,1010001001100010
211,6.0,0100111000000001
212,10.0,1000110111101010
213,8.0,0011001000111011
214,8.0,1110101001111011
215,10.0,1011001101010000
216,8.0,0111011100101100
217,10.0,1011001011000100
218,10.0,1000110101011011
219,6.0,0000100001101100
220,10.0,0100101010100000
221,8.0,1101101000111100
222,8.0,0011011010011111
223,10.0,1000110101010000
224,10.0,1010001000100110
225,10.0,0110111010100111
226,8.0,1001000110011100
227,4.0,0111101100000000
228,8.0,0010011010000111
229,8.0,1000101000011100
230,6.0,0110001100000111
231,10.0,1100110101010011
232,8.0,1011101101111110
233,10.0,1000100011010110
234,8.0,0110100110010000
235,6.0,0000011110101111
236,12.0,1010111101011010
237,8.0,0111110101110010
238,10.0,0110001001001101
239,6.0,0000111101110100
240,8.0,1001101110000010
241,10.0,1001011000011010
242,4.0,0011110000000011
243,8.0,0010001111101010
244,8.0,0010111100100011
245,8.0,1110001011100010
246,10.0,0110001000101101
247,12.0,1001101001010110
248,8.0,1001111011111010
249,6.0,1000010111011111
250,6.0,0100001111000111
251,6.0,1111000000011010
252,10.0,0011011001010011
253,8.0,1000111101000010
254,8.0,1010011000100111
255,8.0,1011000011110010
256,8.0,1011001101111110
257,8.0,0010000010110110
258,10.0,0110000101101010
259,8.0,0011110011010110
260,8.0,1010110000011000
261,6.0,0011100000111101
262,10.0,1011100110010100
263,8.0,1000100101110000
264,10.0,0101010000010100
265,8.0,0001101000100100
266,10.0,0101011100001011
267,10.0,1100100010111010
268,8.0,1110011110110110
269,8.0,1100011100100101
270,10.0,0001101110010101
271,10.0,1011000111010010
272,8.0,0011111101110101
273,12.0,1101001110101010
274,4.0,0010000001111000
275,8.0,1110110100100001
276,8.0,1001010001110011
277,10.0,0010101010000100
278,6.0,1110001110000100
279,8.0,1001111101010011
280,4.0,0110011110000000
281,10.0,1000010100100100
282,6.0,0010011111100010
283,8.0,0000010000100101
284,10.0,0101001100100111
285,6.0,0001000111001100
286,8.0,1111000110111010
287,8.0,0000110100110001
288,8.0,1111010000110110
289,10.0,1110101010110001
290,10.0,0100101101010000
291,6.0,0001011011111111
292,6.0,0000100111010000
293,6.0,0000001000011011
294,8.0,0011001011001110
295,10.0,0100101100110010
296,8.0,1001010000000010
297,6.0,1011100010001111
298,10.0,0110011011100101
299,8.0,1100011111011010
300,8.0,0111001110110001
301,8.0,0000110110110100
302,10.0,1111010110011010
303,8.0,1111100101001101
304,8.0,1101000100101111
305,8.0,0010110101000000
306,10.0,1110101001001000
307,10.0,1000110010010101
308,10.0,0111001010101000
309,4.0,0001011000000000
310,6.0,0101100000000001
311,6.0,0000001101111011
312,6.0,1000000100110000
313,8.0,0001001100011001
314,6.0,1101110001111101
315,10.0,0110010101110011
316,10.0,0110010110111010
317,8.0,1001011000001000
318,10.0,0111010100010100
319,10.0,1101010001011000
320,10.0,0101100100001001
321,10.0,1001101011110101
322,6.0,1000001011100000
323,10.0,0110100100010100
324,10.0,1111010101101101
325,10.0,1101101100110101
326,10.0,1101001011001011
327,10.0,0110101100110110
328,8.0,0011110010011101
329,10.0,1010111000100101
330,6.0,1100111001100001
331,6.0,1111011100000010
332,8.0,0110110010011000
333,6.0,1000010001110011
334,12.0,0010010001010101
335,10.0,1101001101001000
336,8.0,0111001110110010
337,0.0,0000000000000000
338,10.0,0100010100100110
339,8.0,0111010111000001
340,4.0,0000111000000111
341,6.0,0011100101000000
342,10.0,0000101011101011
343,12.0,0010101011101011
